replicate,diagnosed_weakness,target_metric,pre_score,post_score,improvement,standardized_improvement,general_improvement,confidence,mixed
28,surface_management,surface_smoothness,-16.659157244739454,-21.35137554340453,-4.692218298665075,-1.5494517278014666,-1.1666666666666643,low/mixed,True
29,hole_management,hole_avoidance,-34.45619539411206,-41.296234839569465,-6.840039445457407,-1.4962328713322224,-0.16666666666666785,high,False
30,surface_management,surface_smoothness,-19.003762648590236,-18.856221198156682,0.14754145043355393,0.04872074160778988,-0.6666666666666643,high,False
31,surface_management,surface_smoothness,-17.90969610560823,-19.675407875676694,-1.7657117700684637,-0.5830685997090799,-1.1666666666666643,high,False
32,height_management,stack_height_management,-13.371179552673805,-13.380728819058213,-0.009549266384407673,-0.011629254831479682,2.1666666666666643,low/mixed,True
33,height_management,stack_height_management,-14.265889665889667,-13.012195339781547,1.2536943261081195,1.526769723682377,-1.3333333333333321,high,False
34,surface_management,surface_smoothness,-19.07494160428943,-19.319845225017637,-0.2449036207282056,-0.08087141606137771,1.8333333333333321,high,False
35,surface_management,surface_smoothness,-18.903257995604175,-22.378232633555214,-3.474974637951039,-1.1474967945057746,-0.16666666666666785,high,False
36,hole_management,hole_avoidance,-41.31690476190476,-38.38449715042633,2.932407611478432,0.6414531225185695,-1.8333333333333357,moderate,False
37,surface_management,surface_smoothness,-19.68182926393946,-19.60386825440589,0.07796100953357055,0.025744075239914538,0.33333333333333215,low/mixed,True
38,surface_management,surface_smoothness,-14.466604952696688,-17.71297237211216,-3.2463674194154706,-1.0720067326199927,-0.6666666666666679,high,False
39,hole_management,hole_avoidance,-38.050824175824175,-38.260655925598456,-0.2098317497742812,-0.045899905105070964,2.333333333333332,moderate,False
40,hole_management,hole_avoidance,-32.23886485179496,-36.10711841372761,-3.8682535619326543,-0.8461659000892721,-0.5,high,False
41,hole_management,hole_avoidance,-36.21552469135803,-41.106366862651626,-4.890842171293599,-1.0698533076512082,-0.6666666666666679,moderate,False
42,height_management,stack_height_management,-13.47229005562339,-13.489228395061728,-0.016938339438338446,-0.0206277904313336,-1.3333333333333357,low/mixed,True
43,height_management,stack_height_management,-12.97621373016885,-13.55301786336269,-0.5768041331938409,-0.7024416308790615,2.833333333333332,low/mixed,True
44,hole_management,hole_avoidance,-36.7377793040293,-44.57628268283441,-7.8385033788051075,-1.7146430968619368,-1.8333333333333321,high,False
45,hole_management,hole_avoidance,-44.242262561968715,-39.441574682235604,4.800687879733111,1.0501323958640612,0.0,moderate,False
46,height_management,stack_height_management,-13.27071791739458,-13.919576938394144,-0.6488590209995646,-0.7901912671772655,2.0,low/mixed,True
47,surface_management,surface_smoothness,-20.61254257286041,-16.758001543209875,3.854541029650534,1.2728361892226547,1.1666666666666643,high,False
48,hole_management,hole_avoidance,-33.536138301816834,-36.60037121244018,-3.064232910623346,-0.6702894102953623,0.16666666666666785,high,False
49,hole_management,hole_avoidance,-36.33689458689459,-36.88686357942824,-0.5499689925336497,-0.12030364611256779,0.6666666666666679,low/mixed,True
50,hole_management,hole_avoidance,-39.60092863926197,-39.69594964422551,-0.0950210049635345,-0.020785487017605225,1.1666666666666679,low/mixed,True
51,hole_management,hole_avoidance,-37.10587948450017,-35.52676211845216,1.5791173660480098,0.34542597738112746,-0.6666666666666679,high,False
52,surface_management,surface_smoothness,-18.489644408645844,-18.821022490054748,-0.33137808140890357,-0.10942678028015815,0.5,low/mixed,True
53,hole_management,hole_avoidance,-37.748163379830046,-34.60283567007705,3.1453277097529977,0.6880285922283628,0.5,moderate,False
54,height_management,stack_height_management,-13.351486141341214,-13.368484711226646,-0.016998569885432246,-0.020701140067805306,0.5,moderate,False
55,surface_management,surface_smoothness,-17.40108943844576,-17.15625,0.24483943844575862,0.08085022196039994,1.6666666666666643,low/mixed,True
56,hole_management,hole_avoidance,-36.47280262840608,-37.341873706004144,-0.8690710775980648,-0.19010602558584885,-3.5,low/mixed,True
57,hole_management,hole_avoidance,-34.597006383957165,-37.912353598841605,-3.31534721488444,-0.725219718737764,-3.1666666666666643,moderate,False
58,height_management,stack_height_management,-13.510959187683326,-12.945343353964043,0.5656158337192831,0.6888163343920987,1.8333333333333357,moderate,False
59,hole_management,hole_avoidance,-36.24258636997212,-38.231403288740246,-1.9888169187681228,-0.43504621174352576,-1.8333333333333357,low/mixed,True
60,height_management,stack_height_management,-12.797043010752688,-13.636111853832443,-0.8390688430797546,-1.0218319402275804,1.5,moderate,False
61,height_management,stack_height_management,-13.055067239858907,-13.515195176989078,-0.46012793713017075,-0.5603514260223174,2.6666666666666643,low/mixed,True
62,hole_management,hole_avoidance,-34.69678884334057,-36.54832238642584,-1.8515335430852673,-0.4050159902773975,0.0,low/mixed,True
63,surface_management,surface_smoothness,-18.126247264867953,-19.396734965850406,-1.2704877009824536,-0.4195370373108655,-0.1666666666666643,high,False
64,hole_management,hole_avoidance,-36.16667700578991,-37.98278289810548,-1.8161058923155693,-0.3972663250805244,1.1666666666666679,low/mixed,True
65,hole_management,hole_avoidance,-35.06433976218922,-38.37223189751926,-3.307892135330036,-0.7235889481586405,-0.6666666666666679,moderate,False
66,hole_management,hole_avoidance,-37.11687995894985,-35.50078491177281,1.6160950471770406,0.3535147058821949,0.6666666666666643,low/mixed,True
67,hole_management,hole_avoidance,-37.516575207020146,-37.88091484425051,-0.36433963723036555,-0.07969792365968961,-1.0,high,False
68,surface_management,surface_smoothness,-22.798754702909683,-17.420902753160817,5.377851949748866,1.775859831110054,2.6666666666666643,moderate,False
69,surface_management,surface_smoothness,-21.237827380952382,-20.525825795073107,0.7120015858792748,0.23511525193784943,-1.3333333333333357,moderate,False
70,hole_management,hole_avoidance,-38.763371376673085,-39.09522740259065,-0.3318560259175669,-0.07259225600771917,-3.333333333333332,moderate,False
71,surface_management,surface_smoothness,-18.77996734880793,-17.023118143563547,1.7568492052443823,0.5801420273491937,1.8333333333333357,low/mixed,True
72,surface_management,surface_smoothness,-19.567202959875374,-16.963267973856208,2.6039349860191656,0.8598644194192623,0.0,high,False
73,hole_management,hole_avoidance,-34.505294376621215,-38.33179012345679,-3.826495746835576,-0.8370315352831225,0.6666666666666679,high,False
74,hole_management,hole_avoidance,-39.40149128223841,-39.645448144873434,-0.2439568626350237,-0.05336464503929373,1.8333333333333321,high,False
75,surface_management,surface_smoothness,-19.555866653567804,-19.660823754789273,-0.10495710122146917,-0.03465865215156454,-1.1666666666666643,high,False
76,hole_management,hole_avoidance,-34.49681387608807,-43.44919278252612,-8.95237890643805,-1.9582991740390592,-1.6666666666666679,high,False
77,hole_management,hole_avoidance,-41.0041294167731,-39.13873650296064,1.8653929138124568,0.40804767543409237,-1.5,low/mixed,True
78,height_management,stack_height_management,-12.912150692795855,-13.1806038647343,-0.26845317193844487,-0.32692672097709563,0.5,moderate,False
79,hole_management,hole_avoidance,-35.7430152979066,-35.29028824948955,0.4527270484170529,0.09903233701856394,0.8333333333333357,low/mixed,True
80,hole_management,hole_avoidance,-41.33909624857901,-36.75846590909091,4.580630339488103,1.0019956376005164,1.1666666666666643,moderate,False
81,height_management,stack_height_management,-13.892101502158974,-13.741576915468045,0.1505245866909295,0.18331133582054265,0.8333333333333321,low/mixed,True
82,height_management,stack_height_management,-14.369048852382186,-13.481573535576533,0.8874753168056522,1.080782146012075,-1.0,moderate,False
83,hole_management,hole_avoidance,-36.20686205542823,-33.27601121101121,2.930850844417023,0.6411125855861641,-2.333333333333332,high,False
84,height_management,stack_height_management,-12.769532578957866,-13.210607787274453,-0.44107520831658675,-0.5371486971749968,-1.0,low/mixed,True
85,height_management,stack_height_management,-13.232577737350402,-13.254131917465251,-0.02155418011484933,-0.026249037690317077,-0.33333333333333215,moderate,False
86,height_management,stack_height_management,-13.052187408370203,-13.1871228134669,-0.13493540509669621,-0.16432657216691077,-0.8333333333333321,low/mixed,True
87,height_management,stack_height_management,-13.686307519640852,-13.871751847290641,-0.18544432764978858,-0.22583717497012462,0.6666666666666679,high,False
88,hole_management,hole_avoidance,-34.306060606060605,-39.809994581833664,-5.503933975773059,-1.2039648311769635,1.6666666666666679,high,False
89,hole_management,hole_avoidance,-38.2685758377425,-37.63511461656623,0.633461221176276,0.13856725672359246,0.0,low/mixed,True
90,height_management,stack_height_management,-13.089781238413051,-13.038554540393621,0.05122669801943047,0.06238472165944972,1.0,low/mixed,True
91,surface_management,surface_smoothness,-19.431411607746547,-19.58151488358385,-0.15010327583730287,-0.04956670071401769,0.6666666666666679,low/mixed,True
92,surface_management,surface_smoothness,-20.54433760683761,-16.882479972135144,3.6618576347024643,1.209208795905111,3.5,moderate,False
93,hole_management,hole_avoidance,-35.54314772392359,-37.24272486772487,-1.6995771438012781,-0.3717761001523509,0.16666666666666785,high,False
94,hole_management,hole_avoidance,-32.55185840608532,-33.0695219616484,-0.5176635555630753,-0.11323695342701233,-3.166666666666668,high,False
95,height_management,stack_height_management,-13.623626373626374,-13.68968084384751,-0.06605447022113609,-0.08044222833853071,-1.6666666666666679,low/mixed,True
96,surface_management,surface_smoothness,-22.046963189142097,-20.643813767719315,1.403149421422782,0.4633442344329306,1.5,high,False
97,hole_management,hole_avoidance,-41.23240931451443,-36.816856600189936,4.415552714324491,0.965885528724567,-1.0,moderate,False
98,hole_management,hole_avoidance,-41.56690724133253,-34.993387971117855,6.573519270214675,1.4379325866260815,0.6666666666666643,moderate,False
99,hole_management,hole_avoidance,-38.99537978745978,-36.54240926697823,2.45297052048155,0.5365780642669921,1.0,low/mixed,True
100,hole_management,hole_avoidance,-40.753799734748014,-37.027424529493494,3.72637520525452,0.8151305438336289,-0.33333333333333215,low/mixed,True
101,surface_management,surface_smoothness,-15.441511009201282,-16.279040527373862,-0.8375295181725804,-0.27656674869249587,-1.1666666666666643,low/mixed,True
102,hole_management,hole_avoidance,-40.936402970167336,-35.13876513179072,5.797637838376616,1.2682114451283686,1.5,low/mixed,True
103,hole_management,hole_avoidance,-35.39579216344209,-41.45539658945456,-6.05960442601247,-1.325515649692833,-1.6666666666666643,low/mixed,True
104,surface_management,surface_smoothness,-20.772475369458128,-18.391225293060664,2.381250076397464,0.7863300064813941,1.0,low/mixed,True
105,hole_management,hole_avoidance,-37.0543378365959,-39.46023787169621,-2.4059000351003093,-0.5262815728419685,-0.3333333333333357,high,False
106,surface_management,surface_smoothness,-17.286143605498445,-18.16539210233593,-0.8792484968374836,-0.2903430778101836,-0.8333333333333321,moderate,False
107,surface_management,surface_smoothness,-18.663683765602563,-18.016773288439957,0.6469104771626064,0.21362104078952157,-3.5,moderate,False
108,height_management,stack_height_management,-14.14753723288206,-13.476980021893816,0.6705572109882443,0.8166156824781345,-3.8333333333333357,high,False
109,surface_management,surface_smoothness,-17.193267682398115,-17.510670096187336,-0.31740241378922107,-0.10481177284398308,3.1666666666666643,moderate,False
110,height_management,stack_height_management,-12.626471984805319,-13.481603820085894,-0.8551318352805755,-1.0413937182888175,-3.5,high,False
111,surface_management,surface_smoothness,-17.167092379736058,-18.950806929075608,-1.7837145493395496,-0.5890134291418342,1.6666666666666679,low/mixed,True
112,hole_management,hole_avoidance,-41.61467265705772,-31.216340476485403,10.398332180572314,2.27459600776667,-0.6666666666666643,low/mixed,True
113,height_management,stack_height_management,-13.55247218562436,-12.91825688586683,0.6342152997575301,0.7723579008065425,0.5,high,False
114,surface_management,surface_smoothness,-17.672982147780534,-21.70266754850088,-4.029685400720346,-1.3306718931680634,-0.33333333333333215,high,False
115,hole_management,hole_avoidance,-38.148461064797274,-40.052375642663,-1.9039145778657272,-0.41647414438570024,-1.0,moderate,False
116,surface_management,surface_smoothness,-18.139149015235972,-19.95874881291548,-1.8195997976795084,-0.6008633594954055,-2.0,high,False
117,surface_management,surface_smoothness,-21.266157448341357,-17.00899100899101,4.257166439350346,1.405790070949264,0.5,low/mixed,True
118,surface_management,surface_smoothness,-17.450968815135482,-18.44677074717397,-0.9958019320384892,-0.32883104023187504,0.5,moderate,False
119,surface_management,surface_smoothness,-19.76065349880005,-18.085982227648895,1.6746712711511549,0.5530054506037914,-1.0,high,False
120,surface_management,surface_smoothness,-20.577130983205667,-18.19105953865687,2.386071444548797,0.7879221057267713,0.5,low/mixed,True
121,height_management,stack_height_management,-14.13150068271036,-13.602177028218694,0.529323654491666,0.6446191171779228,-0.1666666666666643,moderate,False
122,hole_management,hole_avoidance,-36.54671044972653,-38.23234007996002,-1.6856296302334854,-0.36872513408119134,-1.1666666666666679,high,False
123,surface_management,surface_smoothness,-17.068174048174047,-16.66561853120993,0.4025555169641173,0.13293080193509255,2.833333333333332,high,False
124,height_management,stack_height_management,-13.732307060755337,-13.112197824212698,0.620109236542639,0.7551793032901108,0.6666666666666679,low/mixed,True
125,hole_management,hole_avoidance,-42.196155715558845,-38.85895585659978,3.3371998589590675,0.7299999023391459,4.166666666666664,high,False
126,surface_management,surface_smoothness,-17.98509484209915,-17.195844509777203,0.7892503323219486,0.26062412557234144,1.5,moderate,False
127,hole_management,hole_avoidance,-36.29467437755481,-37.985513021461294,-1.6908386439064813,-0.36986458620670964,0.6666666666666679,high,False
128,height_management,stack_height_management,-13.263385624037797,-13.968506647673314,-0.7051210236355168,-0.8587080662322385,3.833333333333332,moderate,False
129,hole_management,hole_avoidance,-45.66089640365003,-40.14069152173991,5.520204881910118,1.2075240306235102,1.5,low/mixed,True
130,height_management,stack_height_management,-12.467502189168856,-13.492152435686918,-1.0246502465180622,-1.2478360483642692,1.8333333333333357,low/mixed,True
131,height_management,stack_height_management,-13.541123999457334,-12.927802593412288,0.6133214060450456,0.7469129708377776,3.0,low/mixed,True
132,height_management,stack_height_management,-12.597060137366032,-13.143467205832797,-0.546407068466765,-0.665423581783966,0.16666666666666785,low/mixed,True
133,hole_management,hole_avoidance,-35.5670035328656,-38.017030655179326,-2.4500271223137275,-0.5359342070016602,0.5,high,False
134,hole_management,hole_avoidance,-35.143958818958815,-36.785727969348656,-1.641769150389841,-0.3591308192796812,1.6666666666666643,high,False
135,hole_management,hole_avoidance,-41.68967406050739,-45.49478021978022,-3.8051061592728246,-0.8323526435499933,-0.8333333333333321,high,False
136,hole_management,hole_avoidance,-35.469885712414445,-41.422223859580185,-5.95233814716574,-1.3020515551249936,-2.333333333333332,high,False
137,surface_management,surface_smoothness,-19.42043615481046,-18.875769441286682,0.5446667135237782,0.17985837968908264,0.3333333333333357,moderate,False
138,height_management,stack_height_management,-12.672476136057249,-13.747738399318859,-1.0752622632616102,-1.3094722009808604,-0.1666666666666643,high,False
139,height_management,stack_height_management,-13.63461576351503,-14.118425013683634,-0.4838092501686049,-0.5891909214329457,1.6666666666666679,low/mixed,True
140,hole_management,hole_avoidance,-39.0725800271907,-36.80053260406834,2.272047423122366,0.4970018180171507,-0.6666666666666643,high,False
141,hole_management,hole_avoidance,-36.208380492293536,-36.39347030209933,-0.18508980980579537,-0.04048769890705518,1.1666666666666643,low/mixed,True
142,surface_management,surface_smoothness,-18.023722513743127,-19.260766731643926,-1.2370442179007988,-0.4084934201246592,0.5,moderate,False
143,hole_management,hole_avoidance,-38.14351512684846,-36.18104522792023,1.9624698989282336,0.4292829003678487,0.5,low/mixed,True
144,hole_management,hole_avoidance,-31.99320044372881,-34.69949121759467,-2.7062907738658595,-0.5919909157732111,0.0,high,False
145,surface_management,surface_smoothness,-18.701586273145413,-23.443179321330973,-4.74159304818556,-1.56575612501505,-2.333333333333332,low/mixed,True
146,surface_management,surface_smoothness,-18.201646141215107,-20.208395493395493,-2.0067493521803854,-0.6626633828790484,-0.6666666666666679,low/mixed,True
147,surface_management,surface_smoothness,-17.98164043278986,-17.81742049268931,0.1642199401005513,0.05422826768324977,0.3333333333333357,low/mixed,True
148,hole_management,hole_avoidance,-40.426887536623845,-37.9257078306085,2.5011797060153427,0.5471236420624124,-1.1666666666666679,moderate,False
149,surface_management,surface_smoothness,-17.14091631603553,-19.20564520090382,-2.064728884868291,-0.681809228486009,-0.6666666666666643,low/mixed,True
150,surface_management,surface_smoothness,-18.279058472391807,-19.259594590169304,-0.9805361177774969,-0.3237900040358992,0.1666666666666643,low/mixed,True
151,surface_management,surface_smoothness,-21.258163048105576,-20.12469696969697,1.1334660784086061,0.374290125012772,-2.5,high,False
152,hole_management,hole_avoidance,-42.77908300884137,-35.675138309965895,7.103944698875473,1.5539611517361618,-1.3333333333333321,high,False
153,surface_management,surface_smoothness,-20.12374396135266,-18.61687592101385,1.5068680403388086,0.4975939182829638,2.166666666666668,low/mixed,True
154,surface_management,surface_smoothness,-18.228748700522893,-17.826197408381315,0.4025512921415775,0.13292940682553728,0.0,moderate,False
155,hole_management,hole_avoidance,-37.136002906838556,-35.85088754163088,1.2851153652076732,0.2811141468131184,-0.16666666666666785,high,False
156,surface_management,surface_smoothness,-23.15092879486183,-18.99985037169469,4.151078423167139,1.3707579710955837,1.6666666666666679,low/mixed,True
157,surface_management,surface_smoothness,-22.67425719180105,-20.318531439511833,2.355725752289217,0.777901432708145,1.5,moderate,False
158,hole_management,hole_avoidance,-38.002698412698415,-40.1541360621959,-2.1514376494974883,-0.4706188842138483,-1.3333333333333321,low/mixed,True
159,height_management,stack_height_management,-13.402287813027757,-13.543316152770176,-0.14102833974241946,-0.17174664893661565,-1.0,high,False
160,height_management,stack_height_management,-12.808065679839874,-13.622656256234688,-0.8145905763948136,-0.9920219014609474,-3.5,high,False
161,surface_management,surface_smoothness,-18.866170913199312,-21.480569415752953,-2.614398502553641,-0.8633196537543388,-0.5,high,False
162,hole_management,hole_avoidance,-33.85027472527472,-35.79600774704223,-1.9457330217675093,-0.4256217715145705,-1.5,moderate,False
163,height_management,stack_height_management,-13.7904695680058,-13.394800694300137,0.39566887370566306,0.4818521105161442,-0.33333333333333215,high,False
164,hole_management,hole_avoidance,-37.34015405491699,-40.1943105324258,-2.854156477508816,-0.6243359816310098,2.0,low/mixed,True
165,hole_management,hole_avoidance,-42.80994708994709,-38.78291630538008,4.02703078456701,0.8808978196372114,-1.3333333333333321,low/mixed,True
166,height_management,stack_height_management,-13.167191067765781,-13.1504183456147,0.01677272215108161,0.020426098954682267,0.5,moderate,False
167,hole_management,hole_avoidance,-39.36812826518982,-35.593878168737916,3.774250096451901,0.8256029960018029,0.8333333333333321,high,False
168,hole_management,hole_avoidance,-39.280719074986315,-37.888503352490424,1.3922157224958909,0.30454194666483997,1.6666666666666679,low/mixed,True
169,hole_management,hole_avoidance,-44.87393622212463,-36.80863913068214,8.065297091442488,1.764253367470081,3.5,low/mixed,True
170,height_management,stack_height_management,-12.686703705558894,-13.108576943721872,-0.42187323816297706,-0.5137642197509077,-1.5,low/mixed,True
171,height_management,stack_height_management,-12.910116942444528,-13.33340930674264,-0.4232923642981117,-0.5154924550727792,0.5,low/mixed,True
172,hole_management,hole_avoidance,-43.115744738353435,-36.09685537586146,7.018889362491976,1.5353556171929763,0.5,moderate,False
173,surface_management,surface_smoothness,-16.538809523809523,-15.603369849466802,0.9354396743427209,0.3088983775705248,1.5,low/mixed,True
174,hole_management,hole_avoidance,-37.577390238916934,-39.32626207126207,-1.748871832345138,-0.38255912764357247,-1.0,high,False
175,hole_management,hole_avoidance,-34.90606013957307,-42.86223945807279,-7.956179318499721,-1.7403842655408572,-2.1666666666666643,low/mixed,True
176,surface_management,surface_smoothness,-17.082830687830686,-19.438548169825346,-2.3557174819946596,-0.7778987017136823,-0.16666666666666785,high,False
177,hole_management,hole_avoidance,-38.12425929892197,-35.40867329562732,2.7155860032946535,0.594024212207952,3.0,moderate,False
178,hole_management,hole_avoidance,-35.33315330430023,-34.851067019400354,0.4820862848998786,0.10545455944185618,-0.1666666666666643,low/mixed,True
179,hole_management,hole_avoidance,-38.340274667860875,-34.700863304357924,3.6394113635029512,0.7961075309279878,-0.8333333333333321,low/mixed,True
180,surface_management,surface_smoothness,-19.885950854700855,-20.98162599611875,-1.095675141417896,-0.36181090326979576,-1.6666666666666643,high,False
181,surface_management,surface_smoothness,-18.478570133570134,-18.44792213163181,0.0306480019383244,0.010120500909028367,0.8333333333333357,high,False
182,hole_management,hole_avoidance,-31.41369114944827,-35.72613660848955,-4.312445459041278,-0.9433312048997181,2.0,low/mixed,True
183,surface_management,surface_smoothness,-19.05447619268323,-20.52126071372916,-1.4667845210459305,-0.4843576461678359,0.0,high,False
184,surface_management,surface_smoothness,-17.18842864245163,-16.932086314720724,0.2563423277309056,0.0846486751744481,1.5,low/mixed,True
185,height_management,stack_height_management,-12.746115953012506,-13.558665271818775,-0.8125493188062691,-0.9895360241465773,2.666666666666668,low/mixed,True
186,surface_management,surface_smoothness,-19.1912913395672,-16.207982295482296,2.983309044084905,0.9851403022400269,-0.33333333333333215,low/mixed,True
187,surface_management,surface_smoothness,-18.922094567155746,-18.680375373083706,0.24171919407204,0.0798198632412848,-1.3333333333333321,high,False
188,hole_management,hole_avoidance,-36.16622901086919,-35.61995418374729,0.5462748271218985,0.11949556133977139,3.333333333333332,moderate,False
189,height_management,stack_height_management,-12.808564378779272,-13.32894993894994,-0.5203855601706682,-0.6337341578122058,-0.5,high,False
190,hole_management,hole_avoidance,-42.02606445600397,-39.79020155164583,2.235862904358143,0.4890865907965937,0.6666666666666679,moderate,False
191,hole_management,hole_avoidance,-34.56593915343915,-38.254517439752945,-3.688578286313792,-0.8068626101462356,-2.5,moderate,False
192,hole_management,hole_avoidance,-35.43349467204097,-38.03613994907817,-2.6026452770371975,-0.5693188536371376,-1.5,high,False
193,height_management,stack_height_management,-13.6958793709206,-13.066533615727163,0.6293457551934374,0.7664276887494628,2.166666666666668,low/mixed,True
194,hole_management,hole_avoidance,-39.368380610264666,-38.217241730172766,1.1511388800918994,0.25180729520586603,1.5,high,False
195,surface_management,surface_smoothness,-15.413210468104795,-17.45833226905066,-2.045121800945866,-0.6753346298789081,-1.6666666666666679,low/mixed,True
196,hole_management,hole_avoidance,-34.82642857142857,-35.89270133053221,-1.06627275910364,-0.2332431508178654,3.666666666666668,moderate,False
197,height_management,stack_height_management,-13.507693243325427,-14.072629029400643,-0.5649357860752158,-0.687988161102963,-1.0,low/mixed,True
198,hole_management,hole_avoidance,-38.275789403294475,-39.33218280282936,-1.0563933995348833,-0.2310820781146515,-1.0,moderate,False
199,hole_management,hole_avoidance,-38.59815607681699,-34.52116071809124,4.076995358725753,0.8918273820841175,-2.3333333333333357,moderate,False
200,surface_management,surface_smoothness,-16.99276346111477,-16.553821154898742,0.4389423062160276,0.14494634978195212,-0.16666666666666785,moderate,False
201,surface_management,surface_smoothness,-20.773572530864197,-20.778904415960888,-0.005331885096691025,-0.0017606807803160337,-3.166666666666668,low/mixed,True
202,hole_management,hole_avoidance,-38.434369556293284,-34.27480158730159,4.159567968991695,0.9098898296382257,1.6666666666666643,low/mixed,True
203,height_management,stack_height_management,-13.438232392942538,-13.636922518295068,-0.19869012535252928,-0.2419681268915119,2.1666666666666643,low/mixed,True
204,hole_management,hole_avoidance,-38.76025641025641,-38.77138447971781,-0.011128069461399548,-0.002434223289994614,-0.5,moderate,False
205,height_management,stack_height_management,-13.010138248847927,-13.460350688051838,-0.4502124392039111,-0.5482761683508208,1.8333333333333321,low/mixed,True
206,hole_management,hole_avoidance,-35.31638982159816,-38.34712301587302,-3.030733194274859,-0.6629614734931557,1.8333333333333357,moderate,False
207,surface_management,surface_smoothness,-21.117856207224023,-17.664234511008704,3.4536216962153183,1.1404456834192616,-0.5,moderate,False
208,hole_management,hole_avoidance,-38.546292672844395,-36.10547183673121,2.4408208361131827,0.5339203665631674,-3.166666666666668,low/mixed,True
209,hole_management,hole_avoidance,-40.5904356658667,-38.85158148604269,1.7388541798240098,0.38036780387779356,0.16666666666666785,high,False
210,surface_management,surface_smoothness,-16.723252226700502,-17.385184887888222,-0.6619326611877199,-0.21858162606316192,0.6666666666666643,moderate,False
211,hole_management,hole_avoidance,-37.457324560867384,-38.74004895700298,-1.282724396135599,-0.28059113133221325,0.8333333333333321,low/mixed,True
212,hole_management,hole_avoidance,-40.021388888888886,-36.413493700850026,3.60789518803886,0.7892134862248738,1.1666666666666643,moderate,False
