replicate,raw_ability_elo,raw_mean_holes,raw_mean_max_height,raw_mean_bumpiness,raw_line_clear_rate,raw_lines_cleared,raw_placements_observed,z_hole_management,z_height_management,z_surface_management,primary_weakness,secondary_weakness,top_two_margin,confidence,mixed,selected_tutorial
49,1500.0,29.45,11.25,14.825,0.0,0,40,-0.2372713060450256,-0.4977825228678197,-1.1222229063166944,hole_management,height_management,0.2605112168227941,low/mixed,True,hole_avoidance
50,1500.0,36.85,12.6,19.075,0.0,0,40,1.381450827964252,1.1462698462369074,0.2812006822724591,hole_management,height_management,0.23518098172734447,low/mixed,True,hole_avoidance
51,1500.0,33.8,10.925,15.5,0.0,0,40,0.7142748132712381,-0.8935729080226607,-0.8993262187172404,hole_management,height_management,1.6078477212938989,high,False,hole_avoidance
52,1500.0,25.55,11.125,16.75,0.0,0,40,-1.0903816199147793,-0.6500095940812204,-0.4865545750145482,surface_management,height_management,0.1634550190666722,low/mixed,True,bumpiness
53,1500.0,34.35,11.825,17.525,0.0,0,40,0.8345852421503069,0.20246200471382267,-0.2306361559188795,hole_management,height_management,0.6321232374364842,moderate,False,hole_avoidance
54,1500.0,29.025,11.675,13.625,0.0,0,40,-0.3302384556333964,0.019789519257743565,-1.5184836842712788,height_management,hole_management,0.35002797489113996,moderate,False,stack_height
55,1500.0,31.525,12.525,22.075,0.0,0,40,0.21662713018054852,1.054933603508868,1.2718526271589203,surface_management,height_management,0.21691902365005244,low/mixed,True,bumpiness
56,1500.0,31.45,11.75,18.7,0.0,0,40,0.20022116260613035,0.11112576198578313,0.1573691891616514,hole_management,surface_management,0.04285197344447894,low/mixed,True,hole_avoidance
57,1500.0,32.05,11.4,14.275,0.0,0,40,0.33146890320147665,-0.31511003741173843,-1.3038424295458786,hole_management,height_management,0.6465789406132151,moderate,False,hole_avoidance
58,1500.0,23.6,11.85,16.9,0.025,1,40,-1.5169367768496562,0.23290741895650324,-0.4370219777702256,height_management,surface_management,0.6699293967267288,moderate,False,stack_height
59,1500.0,31.15,11.225,18.6,0.0,0,40,0.1345972923084568,-0.5282279371105003,0.12434745766543673,hole_management,surface_management,0.010249834643020067,low/mixed,True,hole_avoidance
60,1500.0,29.5,12.025,18.225,0.0,0,40,-0.22633399432874657,0.4460253186552651,0.0005159645546290692,height_management,surface_management,0.4455093541006361,moderate,False,stack_height
61,1500.0,30.25,11.8,18.35,0.0,0,40,-0.062274318584563074,0.17201659047114426,0.04179312892489829,height_management,surface_management,0.13022346154624598,low/mixed,True,stack_height
62,1500.0,40.475,13.325,19.525,0.05,2,40,2.174405927394472,2.029186859274631,0.42979847400542803,hole_management,height_management,0.14521906811984087,low/mixed,True,hole_avoidance
63,1500.0,22.825,11.325,19.575,0.0,0,40,-1.6864651084519797,-0.4064462801397801,0.4463093397535359,surface_management,height_management,0.852755619893316,high,False,bumpiness
64,1500.0,34.2,12.15,14.175,0.025,1,40,0.8017733070014705,0.5982523898686658,-1.336864161042094,hole_management,height_management,0.20352091713280474,low/mixed,True,hole_avoidance
65,1500.0,36.5,12.4,15.175,0.0,0,40,1.3048896459502992,0.9027065322954673,-1.0066468460799403,hole_management,height_management,0.40218311365483195,moderate,False,hole_avoidance
66,1500.0,34.075,11.775,19.975,0.0,0,40,0.7744300277107733,0.14157117622846369,0.5783962657383982,hole_management,surface_management,0.1960337619723751,low/mixed,True,hole_avoidance
67,1500.0,35.45,11.55,16.125,0.0,0,40,1.075206099908443,-0.13243755195565715,-0.6929403968658943,hole_management,height_management,1.2076436518641,high,False,hole_avoidance
68,1500.0,27.975,10.675,17.725,0.0,0,40,-0.5599220016752526,-1.1980270504494621,-0.16459269292644782,surface_management,hole_management,0.3953293087488048,moderate,False,bumpiness
69,1500.0,24.7,10.2,16.25,0.0,0,40,-1.276315919091521,-1.7764899210603866,-0.6516632324956251,surface_management,hole_management,0.6246526865958959,moderate,False,bumpiness
70,1500.0,30.625,10.825,16.025,0.0,0,40,0.019755519287528667,-1.015354564993383,-0.7259621283621102,hole_management,surface_management,0.7457176476496388,moderate,False,hole_avoidance
71,1500.0,29.0,11.05,17.675,0.0,0,40,-0.33570711149153554,-0.7413458368092599,-0.18110355867455574,surface_management,hole_management,0.1546035528169798,low/mixed,True,bumpiness
72,1500.0,27.725,10.875,20.05,0.0,0,40,-0.6146085602566471,-0.9544637365080219,0.6031625643605595,surface_management,hole_management,1.2177711246172067,high,False,bumpiness
73,1500.0,44.0,13.425,16.975,0.025,1,40,2.945486403392134,2.1509685162453533,-0.41225567914806316,hole_management,height_management,0.7945178871467808,high,False,hole_avoidance
74,1500.0,34.975,11.7,14.575,0.0,0,40,0.9713016386037931,0.05023493350042197,-1.2047772350572328,hole_management,height_management,0.9210667051033712,high,False,hole_avoidance
75,1500.0,24.575,10.625,21.8,0.0,0,40,-1.3036591983822183,-1.2589178789348232,1.1810428655443286,surface_management,height_management,2.439960744479152,high,False,bumpiness
76,1500.0,38.675,11.175,14.775,0.0,0,40,1.7806627056084308,-0.5891187655958593,-1.1387337720648019,hole_management,height_management,2.36978147120429,high,False,hole_avoidance
77,1500.0,31.95,11.875,17.575,0.0,0,40,0.30959427976891934,0.26335283319918384,-0.2141252901707716,hole_management,height_management,0.0462414465697355,low/mixed,True,hole_avoidance
78,1500.0,28.35,11.575,15.375,0.0,0,40,-0.4778921638031609,-0.10199213771297873,-0.9406033830875097,height_management,hole_management,0.3759000260901822,moderate,False,stack_height
79,1500.0,30.275,11.225,17.75,0.0,0,40,-0.056805662726423935,-0.5282279371105003,-0.15633726005239443,hole_management,surface_management,0.0995315973259705,low/mixed,True,hole_avoidance
80,1500.0,34.25,11.775,18.35,0.0,0,40,0.8127106187177489,0.14157117622846369,0.04179312892489829,hole_management,height_management,0.6711394424892851,moderate,False,hole_avoidance
81,1500.0,37.95,13.2,18.475,0.0,0,40,1.622071685722388,1.8769597880612305,0.0830702932951675,height_management,hole_management,0.2548881023388425,low/mixed,True,stack_height
82,1500.0,27.425,12.7,19.875,0.0,0,40,-0.6802324305543207,1.2680515032076276,0.5453745342421823,height_management,surface_management,0.7226769689654453,moderate,False,stack_height
83,1500.0,31.4,11.125,15.475,0.0,0,40,0.18928385088985128,-0.6500095940812204,-0.9075816515912943,hole_management,height_management,0.8392934449710716,high,False,hole_avoidance
84,1500.0,27.2,12.1,19.75,0.0,0,40,-0.729450333277576,0.5373615613833047,0.5040973698719131,height_management,surface_management,0.033264191511391594,low/mixed,True,stack_height
85,1500.0,29.075,11.9,15.375,0.0,0,40,-0.31930114391711734,0.2937982474418644,-0.9406033830875097,height_management,hole_management,0.6130993913589817,moderate,False,stack_height
86,1500.0,33.25,12.325,20.4,0.0,0,40,0.5939643843921708,0.8113702895674255,0.7187386245973125,height_management,surface_management,0.09263166497011299,low/mixed,True,stack_height
87,1500.0,27.85,11.875,13.575,0.025,1,40,-0.5872652809659499,0.26335283319918384,-1.5349945500193867,height_management,hole_management,0.8506181141651337,high,False,stack_height
88,1500.0,32.725,10.775,17.0,0.0,0,40,0.47912261137124273,-1.076245393478742,-0.40400024627400977,hole_management,surface_management,0.8831228576452526,high,False,hole_avoidance
89,1500.0,30.2,11.375,13.15,0.0,0,40,-0.07321163030084213,-0.345555451654419,-1.6753369088783017,hole_management,height_management,0.2723438213535768,low/mixed,True,hole_avoidance
90,1500.0,34.025,12.3,20.425,0.0,0,40,0.7634927159944934,0.7809248753247471,0.7269940574713671,height_management,hole_management,0.01743215933025366,low/mixed,True,stack_height
91,1500.0,33.475,12.35,21.525,0.0,0,40,0.6431822871154262,0.8418157038101061,1.0902331039297355,surface_management,height_management,0.24841740011962943,low/mixed,True,bumpiness
92,1500.0,22.85,11.25,18.65,0.0,0,40,-1.6809964525938397,-0.4977825228678197,0.14085832341354348,surface_management,height_management,0.6386408462813632,moderate,False,bumpiness
93,1500.0,33.1,10.9,15.25,0.0,0,40,0.5611524492433345,-0.9240183222653412,-0.9818805474577789,hole_management,height_management,1.4851707715086757,high,False,hole_avoidance
94,1500.0,32.025,10.675,14.625,0.0,0,40,0.32600024734333755,-1.1980270504494621,-1.1882663693091249,hole_management,surface_management,1.5142666166524625,high,False,hole_avoidance
95,1500.0,27.725,11.175,14.75,0.0,0,40,-0.6146085602566471,-0.5891187655958593,-1.1469892049388557,height_management,hole_management,0.025489794660787823,low/mixed,True,stack_height
96,1500.0,34.775,12.375,24.7,0.0,0,40,0.927552391738677,0.8722611180527866,2.138673078934574,surface_management,hole_management,1.2111206871958968,high,False,bumpiness
97,1500.0,32.55,11.575,17.45,0.0,0,40,0.4408420203642657,-0.10199213771297873,-0.2554024545410408,hole_management,height_management,0.5428341580772444,moderate,False,hole_avoidance
98,1500.0,35.425,12.125,18.2,0.0,0,40,1.0697374440503022,0.5678069756259853,-0.0077394683194254785,hole_management,height_management,0.501930468424317,moderate,False,hole_avoidance
99,1500.0,36.2,12.475,20.1,0.0,0,40,1.2392657756526264,0.9940427750235068,0.6196734301086674,hole_management,height_management,0.24522300062911961,low/mixed,True,hole_avoidance
100,1500.0,34.625,12.2,19.925,0.0,0,40,0.8947404565898406,0.6591432183540248,0.5618853999902902,hole_management,height_management,0.2355972382358158,low/mixed,True,hole_avoidance
101,1500.0,29.575,11.4,18.5,0.0,0,40,-0.20992802675432837,-0.31511003741173843,0.09132572616922088,surface_management,hole_management,0.3012537529235493,low/mixed,True,bumpiness
102,1500.0,31.6,11.575,18.475,0.0,0,40,0.2330330977549675,-0.10199213771297873,0.0830702932951675,hole_management,surface_management,0.14996280445979998,low/mixed,True,hole_avoidance
103,1500.0,29.625,11.4,16.375,0.0,0,40,-0.1989907150380493,-0.31511003741173843,-0.6103860681253559,hole_management,height_management,0.11611932237368913,low/mixed,True,hole_avoidance
104,1500.0,27.975,12.6,22.0,0.0,0,40,-0.5599220016752526,1.1462698462369074,1.247086328536759,surface_management,height_management,0.10081648229985163,low/mixed,True,bumpiness
105,1500.0,31.25,10.525,15.825,0.0,0,40,0.1564719157410149,-1.3806995359055434,-0.7920055913545406,hole_management,surface_management,0.9484775070955556,high,False,hole_avoidance
106,1500.0,31.05,11.175,19.925,0.0,0,40,0.11272266887589946,-0.5891187655958593,0.5618853999902902,surface_management,hole_management,0.44916273111439076,moderate,False,bumpiness
107,1500.0,34.4,11.925,22.05,0.0,0,40,0.8455225538665853,0.324243661684545,1.263597194284867,surface_management,hole_management,0.4180746404182817,moderate,False,bumpiness
108,1500.0,30.925,12.475,16.65,0.0,0,40,0.08537938958520222,0.9940427750235068,-0.519576306510764,height_management,hole_management,0.9086633854383046,high,False,stack_height
109,1500.0,29.4,11.525,19.725,0.0,0,40,-0.24820861776130465,-0.16288296619833773,0.4958419369978597,surface_management,height_management,0.6587249031961975,moderate,False,bumpiness
110,1500.0,34.775,13.075,19.95,0.0,0,40,0.927552391738677,1.7247327168478297,0.5701408328643436,height_management,hole_management,0.7971803251091527,high,False,stack_height
111,1500.0,28.725,11.725,19.2,0.0,0,40,-0.3958623259310692,0.08068034774310255,0.32247784664272827,surface_management,height_management,0.2417974988996257,low/mixed,True,bumpiness
112,1500.0,32.275,11.775,15.0,0.0,0,40,0.38068680592473203,0.14157117622846369,-1.0644348761983173,hole_management,height_management,0.23911562969626834,low/mixed,True,hole_avoidance
113,1500.0,28.4,12.225,17.35,0.0,0,40,-0.46695485208688264,0.6895886325967053,-0.2884241860372555,height_management,surface_management,0.9780128186339608,high,False,stack_height
114,1500.0,25.125,10.65,20.25,0.0,0,40,-1.1833487695031502,-1.2284724646921426,0.66920602735299,surface_management,hole_management,1.8525547968561402,high,False,bumpiness
115,1500.0,34.625,12.05,17.925,0.0,0,40,0.8947404565898406,0.47647073289794567,-0.0985492299340173,hole_management,height_management,0.4182697236918949,moderate,False,hole_avoidance
116,1500.0,31.7,12.225,25.225,0.0,0,40,0.25490772118752486,0.6895886325967053,2.3120371692897055,surface_management,height_management,1.6224485366930002,high,False,bumpiness
117,1500.0,29.375,11.25,17.575,0.0,0,40,-0.2536772736194438,-0.4977825228678197,-0.2141252901707716,surface_management,hole_management,0.03955198344867222,low/mixed,True,bumpiness
118,1500.0,31.0,11.65,20.25,0.0,0,40,0.10178535715962041,-0.010655894984937011,0.66920602735299,surface_management,hole_management,0.5674206701933695,moderate,False,bumpiness
119,1500.0,27.625,11.6,23.65,0.0,0,40,-0.6364831836892053,-0.07154672347029815,1.7919448982243122,surface_management,height_management,1.8634916216946105,high,False,bumpiness
120,1500.0,31.35,11.5,19.175,0.0,0,40,0.17834653917357302,-0.1933283804410183,0.31422241376867494,surface_management,hole_management,0.13587587459510192,low/mixed,True,bumpiness
121,1500.0,33.15,12.5,20.15,0.0,0,40,0.5720897609596127,1.0244881892661875,0.6361842958567742,height_management,surface_management,0.3883038934094133,moderate,False,stack_height
122,1500.0,39.9,11.775,16.0,0.025,1,40,2.048626842657264,0.14157117622846369,-0.7342175612361636,hole_management,height_management,1.9070556664288003,high,False,hole_avoidance
123,1500.0,26.1,10.625,19.1,0.0,0,40,-0.9700711910357114,-1.2589178789348232,0.2894561151465136,surface_management,hole_management,1.259527306182225,high,False,bumpiness
124,1500.0,25.35,11.6,18.0,0.0,0,40,-1.1341308667798948,-0.07154672347029815,-0.073782931311856,height_management,surface_management,0.0022362078415578412,low/mixed,True,stack_height
125,1500.0,39.3,11.525,13.75,0.0,0,40,1.917379102061917,-0.16288296619833773,-1.4772065199010096,hole_management,height_management,2.0802620682602546,high,False,hole_avoidance
126,1500.0,40.1,13.625,27.625,0.0,0,40,2.0923760895223804,2.3945318301867937,3.104558725198874,surface_management,height_management,0.7100268950120805,moderate,False,bumpiness
127,1500.0,31.3,10.4,14.125,0.0,0,40,0.16740922745729395,-1.532926607118944,-1.3533750267902018,hole_management,surface_management,1.5207842542474959,high,False,hole_avoidance
128,1500.0,33.3,12.775,20.075,0.0,0,40,0.6049016961084491,1.3593877459356694,0.6114179972346129,height_management,surface_management,0.7479697487010565,moderate,False,stack_height
129,1500.0,29.55,11.375,12.625,0.025,1,40,-0.2153966826124675,-0.345555451654419,-1.8487009992334325,hole_management,height_management,0.13015876904195148,low/mixed,True,hole_avoidance
130,1500.0,31.05,12.175,20.1,0.0,0,40,0.11272266887589946,0.6286978041113463,0.6196734301086674,height_management,surface_management,0.00902437400267897,low/mixed,True,stack_height
131,1500.0,31.8,12.15,13.25,0.0,0,40,0.27678234462008294,0.5982523898686658,-1.6423151773820863,height_management,hole_management,0.32147004524858286,low/mixed,True,stack_height
132,1500.0,32.675,12.45,20.525,0.0,0,40,0.4681852996549629,0.9635973607808263,0.7600157889675818,height_management,surface_management,0.20358157181324443,low/mixed,True,stack_height
133,1500.0,39.05,12.375,18.2,0.0,0,40,1.8626925434805226,0.8722611180527866,-0.0077394683194254785,hole_management,height_management,0.990431425427736,high,False,hole_avoidance
134,1500.0,34.725,11.575,14.975,0.025,1,40,0.9166150800223987,-0.10199213771297873,-1.0726903090723712,hole_management,height_management,1.0186072177353773,high,False,hole_avoidance
135,1500.0,34.6,11.275,14.725,0.0,0,40,0.8892718007317014,-0.4673371086251391,-1.1552446378129098,hole_management,height_management,1.3566089093568405,high,False,hole_avoidance
136,1500.0,37.8,12.125,17.625,0.0,0,40,1.58925975057355,0.5678069756259853,-0.19761442442266366,hole_management,height_management,1.0214527749475648,high,False,hole_avoidance
137,1500.0,32.075,11.3,20.35,0.0,0,40,0.33693755905961736,-0.43689169438245856,0.7022277588492059,surface_management,hole_management,0.3652901997895885,moderate,False,bumpiness
138,1500.0,35.175,13.225,20.075,0.025,1,40,1.0150508854689078,1.907405202303911,0.6114179972346129,height_management,hole_management,0.8923543168350032,high,False,stack_height
139,1500.0,31.175,11.775,14.725,0.0,0,40,0.1400659481665967,0.14157117622846369,-1.1552446378129098,height_management,hole_management,0.001505228061866981,low/mixed,True,stack_height
140,1500.0,30.275,10.775,14.025,0.0,0,40,-0.056805662726423935,-1.076245393478742,-1.3863967582864172,hole_management,height_management,1.019439730752318,high,False,hole_avoidance
141,1500.0,31.725,11.575,18.35,0.0,0,40,0.26037637704566474,-0.10199213771297873,0.04179312892489829,hole_management,surface_management,0.21858324812076646,low/mixed,True,hole_avoidance
142,1500.0,27.425,11.525,19.125,0.0,0,40,-0.6802324305543207,-0.16288296619833773,0.297711548020567,surface_management,height_management,0.46059451421890474,moderate,False,bumpiness
143,1500.0,32.125,11.925,15.725,0.0,0,40,0.34787487077589563,0.324243661684545,-0.825027322850756,hole_management,height_management,0.023631209091350636,low/mixed,True,hole_avoidance
144,1500.0,36.1,11.95,14.025,0.0,0,40,1.2173911522200684,0.3546890759272234,-1.3863967582864172,hole_management,height_management,0.862702076292845,high,False,hole_avoidance
145,1500.0,31.275,11.325,19.325,0.0,0,40,0.16194057159915404,-0.4064462801397801,0.3637550110129975,surface_management,hole_management,0.20181443941384347,low/mixed,True,bumpiness
146,1500.0,23.225,10.975,16.125,0.0,0,40,-1.598966614721748,-0.8326820795373017,-0.6929403968658943,surface_management,height_management,0.1397416826714074,low/mixed,True,bumpiness
147,1500.0,28.025,11.15,16.575,0.025,1,40,-0.5489846899589744,-0.6195641798385398,-0.5443426051329253,surface_management,hole_management,0.004642084826049109,low/mixed,True,bumpiness
148,1500.0,32.925,11.525,15.45,0.0,0,40,0.5228718582363574,-0.16288296619833773,-0.9158370844653483,hole_management,height_management,0.6857548244346952,moderate,False,hole_avoidance
149,1500.0,24.7,10.7,15.65,0.0,0,40,-1.276315919091521,-1.1675816362067837,-0.8497936214729173,surface_management,height_management,0.3177880147338664,low/mixed,True,bumpiness
150,1500.0,26.35,10.5,16.35,0.0,0,40,-0.9153846324543169,-1.411144950148224,-0.6186415009994093,surface_management,hole_management,0.2967431314549076,low/mixed,True,bumpiness
151,1500.0,25.425,11.175,20.6,0.0,0,40,-1.1177248992054767,-0.5891187655958593,0.7847820875897442,surface_management,height_management,1.3739008531856034,high,False,bumpiness
152,1500.0,36.85,11.45,20.025,0.0,0,40,1.381450827964252,-0.25421920892637945,0.5949071314865049,hole_management,surface_management,0.786543696477747,high,False,hole_avoidance
153,1500.0,26.475,11.8,19.75,0.0,0,40,-0.8880413531636197,0.17201659047114426,0.5040973698719131,surface_management,height_management,0.33208077940076886,low/mixed,True,bumpiness
154,1500.0,32.05,11.125,21.1,0.0,0,40,0.33146890320147665,-0.6500095940812204,0.9498907450708212,surface_management,hole_management,0.6184218418693446,moderate,False,bumpiness
155,1500.0,38.975,12.2,18.275,0.0,0,40,1.8462865759061051,0.6591432183540248,0.01702683030273582,hole_management,height_management,1.1871433575520802,high,False,hole_avoidance
156,1500.0,32.8,11.675,19.75,0.0,0,40,0.49552857894566016,0.019789519257743565,0.5040973698719131,surface_management,hole_management,0.008568790926252956,low/mixed,True,bumpiness
157,1500.0,34.125,12.525,23.2,0.0,0,40,0.7853673394270516,1.054933603508868,1.6433471064913434,surface_management,height_management,0.5884135029824755,moderate,False,bumpiness
158,1500.0,31.725,11.35,18.75,0.025,1,40,0.26037637704566474,-0.3760008658970996,0.17388005490975933,hole_management,surface_management,0.08649632213590541,low/mixed,True,hole_avoidance
159,1500.0,22.825,11.325,14.125,0.025,1,40,-1.6864651084519797,-0.4064462801397801,-1.3533750267902018,height_management,surface_management,0.9469287466504217,high,False,stack_height
